issue_id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,created.1,assigned.1,summary,description,affected_version,fixed_version,votes,watches,description_words,assingnee_count,comment_count,commenter,Surprising,Dormant,Blocker,Security,Performance,Breakage,commit_count,file_count,files
1357,Improvement,Closed,Fixed,,Major,Jonathan Anstey,2009/02/18 19:10:16 +0100,2009/02/18 19:10:16 +0100,Jonathan Anstey,2009/02/18 19:43:27 +0100,0.023043981,0.023043981,"['add', 'regexreplaceal', 'builder', 'support']","['thing', 'likefrom', 'direct', 'start', 'setbodi', 'regexreplaceal', 'bodi', 'foo', 'bar', 'essenti', 'equival', 'sed', 'foo', 'bar', 'g', 'bodi']",1.6.0,2.0-M1; 1.6.1,0,0,28,1,2,2,0,0,0,0,0.0,0.0,1.0,4.0,camel-core/src/main/java/org/apache/camel/builder/Builder.java;camel-core/src/main/java/org/apache/camel/builder/BuilderSupport.java;camel-core/src/main/java/org/apache/camel/builder/ValueBuilder.java;camel-core/src/test/java/org/apache/camel/processor/RegExRouteTest.java;
1378,Improvement,Closed,Fixed,camel-core,Major,Claus Ibsen,2009/02/24 17:22:36 +0100,2009/02/24 17:22:36 +0100,Claus Ibsen,2009/02/24 17:58:14 +0100,0.02474537,0.02474537,"['header', 'valu', 'default', 'set', 'name', 'attribut']","['bean', 'bind', 'public', 'list', 'lt', 'string', 'gt', 'rout', 'xpath', 'custom', 'id', 'string', 'customerid', 'header', 'locat', 'string', 'locat', 'document', 'bodi', 'header', 'default', 'valu', 'get', 'work', 'public', 'list', 'lt', 'string', 'gt', 'rout', 'xpath', 'custom', 'id', 'string', 'customerid', 'header', 'name', 'locat', 'string', 'locat', 'document', 'bodi', 'support', 'set', 'name', 'attribut']",1.6.0,2.0-M1,0,0,84,1,2,1,0,0,0,0,0.0,0.0,3.0,15.0,camel-core/src/main/java/org/apache/camel/Header.java;camel-core/src/main/java/org/apache/camel/InOnly.java;camel-core/src/main/java/org/apache/camel/InOut.java;camel-core/src/main/java/org/apache/camel/Property.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanWithAnnotationAndExchangeTest.java;camel-core/src/test/java/org/apache/camel/language/BeanTest.java;camel-core/src/test/java/org/apache/camel/processor/BeanWithExceptionTest.java;camel-core/src/test/java/org/apache/camel/processor/BodyInAggregatingStrategy.java;camel-core/src/test/java/org/apache/camel/processor/ClaimCheckTest.java;camel-core/src/test/java/org/apache/camel/processor/MethodFilterTest.java;camel-core/src/test/java/org/apache/camel/processor/MyAggregationStrategy.java;camel-core/src/test/java/org/apache/camel/processor/onexception/OnExceptionRetryUntilTest.java;components/camel-spring/src/test/java/org/apache/camel/component/bean/MyBeanBindingConsumer.java;components/camel-spring/src/test/java/org/apache/camel/component/bean/MyBeanBindingConsumer.java;
1414,Bug,Closed,Fixed,camel-jms,Major,Nicolas Bouillon,2009/03/03 15:37:47 +0100,2009/03/03 15:59:14 +0100,Willem Jiang,2009/03/03 16:46:35 +0100,0.047777778,0.032881944,"['jmsmessag', 'vanish', 'attach']","['use', 'kind', 'rout', 'lt', 'uri', 'activemq', 'queue', 'test', 'gt', 'lt', 'camel', 'process', 'ref', 'mailprocessor', 'gt', 'lt', 'uri', 'smtp', 'localhost', 'user', 'localhost', 'gt', 'tri', 'enrich', 'messag', 'mailprocessor', 'withexchang', 'getin', 'addattach', 'attach', 'txt', 'new', 'datahandl', 'hello', 'world', 'text', 'plain', 'receiv', 'mail', 'contain', 'attach', 'input', 'direct', 'instead', 'activemq', 'work', 'fine', 'inspect', 'sourc', 'code', 'messagesupport', 'copyfrom', 'messag', 'doesgetattach', 'putal', 'getattach', 'child', 'class', 'jmsmessag']",2.0.0,2.0-M1; 1.6.1,0,0,52,1,3,3,0,0,0,0,0.0,0.0,2.0,2.0,components/camel-spring-integration/src/main/java/org/apache/camel/component/spring/integration/SpringIntegrationMessage.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsMessage.java;
1681,Improvement,Closed,Fixed,,Major,Willem Jiang,2009/06/08 09:09:45 +0100,2009/06/08 09:09:45 +0100,Willem Jiang,2009/06/16 05:47:24 +0100,7.859479167000001,7.859479167,"['clean', 'camelnamespacehandl']","['sinc', 'use', 'jaxb', 'pars', 'rout', 'definit', 'get', 'ride', 'unnecessari', 'bean', 'parser', 'registri', 'code']",1.5.0; 1.6.0; 2.0-M1; 1.6.1,1.6.2; 2.0-M2,0,0,22,1,2,2,0,1,0,0,0.0,0.0,1.0,2.0,components/camel-osgi/src/main/java/org/apache/camel/osgi/CamelNamespaceHandler.java;components/camel-spring/src/main/java/org/apache/camel/spring/handler/CamelNamespaceHandler.java;
1858,Improvement,Closed,Fixed,camel-jms,Minor,Stan Lewis,2009/07/27 19:51:43 +0100,2009/07/28 05:07:51 +0100,Claus Ibsen,2009/07/28 05:43:39 +0100,0.411064815,0.024861111,"['provid', 'flag', 'avoid', 'map', 'jms', 'messag', 'actual', 'type']","['camel', 'add', 'abil', 'use', 'custom', 'spring', 'messageconvert', 'map', 'incom', 'outgo', 'jms', 'messag', 'also', 'make', 'easier', 'pass', 'rout', 'camel', 'tri', 'deseri', 'serial', 'object', 'messag', 'improv', 'add', 'simpl', 'flag', 'achiev', 'similar', 'effect', 'without', 'suppli', 'messageconvert', 'implement']",1.6.1; 2.0-M3,1.6.2; 2.0.0,0,0,77,1,6,2,1,1,0,0,0.0,0.0,1.0,3.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConfiguration.java;components/camel-jms/src/test/java/org/apache/camel/component/jms/MapJmsMessageTest.java;
1988,Improvement,Closed,Fixed,,Critical,Guillaume Nodet,2009/09/04 11:01:13 +0100,2009/09/15 14:27:39 +0100,Guillaume Nodet,2009/09/17 16:16:39 +0100,13.21905093,2.075694444,"['better', 'osgi', 'metadata', 'allow', 'deploy', 'multipl', 'camel', 'version', 'osgi', 'framework']",[],1.6.1; 2.0.0,1.6.2; 2.1.0,0,0,1,1,3,2,1,1,0,0,0.0,0.0,1.0,23.0,camel-core/pom.xml;components/camel-amqp/pom.xml;components/camel-atom/pom.xml;components/camel-cxf/pom.xml;components/camel-flatpack/pom.xml;components/camel-freemarker/pom.xml;components/camel-http/pom.xml;components/camel-jpa/pom.xml;components/camel-mina/pom.xml;components/camel-osgi/pom.xml;components/camel-osgi/src/main/java/org/apache/camel/osgi/Activator.java;components/camel-quickfix/pom.xml;components/camel-spring-integration/pom.xml;components/camel-spring-javaconfig/pom.xml;components/camel-spring/pom.xml;components/camel-stringtemplate/pom.xml;components/camel-velocity/pom.xml;components/camel-xmlbeans/pom.xml;components/camel-xmpp/pom.xml;parent/pom.xml;platforms/karaf/features/pom.xml;platforms/karaf/features/src/main/resources/features.xml;pom.xml;
2195,Improvement,Closed,Fixed,camel-cxf,Major,Claus Ibsen,2009/11/18 11:30:58 +0100,2009/11/18 11:30:58 +0100,Willem Jiang,2009/12/16 09:13:20 +0100,27.9044213,27.9044213,"['camel', 'cxf', 'cxfproduc', 'check', 'paramet', 'strict', 'ensur', 'number', 'paramet', 'requir']","['method', 'getparam', 'cxfproduc', 'check', 'correct', 'number', 'paramet', 'data', 'mandatori']",2.0.0,2.2.0,0,0,21,1,1,1,0,0,0,0,0.0,0.0,1.0,1.0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfProducer.java;
2201,Bug,Closed,Fixed,camel-core,Trivial,Claus Ibsen,2009/11/19 05:58:52 +0100,2009/11/19 05:58:52 +0100,Claus Ibsen,2009/11/19 06:48:26 +0100,0.034421296000000004,0.034421296,"['redeliverypolici', 'set', 'delay', 'maxdelay', 'also', 'set', 'max', 'valu']","['see', 'nabbl']",2.0.0,2.1.0,0,0,5,1,2,1,0,0,0,0,0.0,0.0,1.0,1.0,camel-core/src/main/java/org/apache/camel/processor/RedeliveryPolicy.java;
2276,Improvement,Closed,Fixed,camel-core,Trivial,Claus Ibsen,2009/12/10 12:24:19 +0100,2009/12/10 12:24:19 +0100,Claus Ibsen,2009/12/10 12:32:28 +0100,0.005659722,0.005659722,"['seda', 'compon', 'support', 'timeout', 'task', 'complet', 'use', 'timeout', 'negat']","['see', 'nabbl']",2.1.0,2.2.0,0,0,5,1,1,1,0,0,0,0,0.0,0.0,1.0,3.0,camel-core/src/main/java/org/apache/camel/component/seda/SedaProducer.java;camel-core/src/main/java/org/apache/camel/impl/DefaultProducer.java;camel-core/src/test/java/org/apache/camel/component/seda/SedaTimeoutDisabledTest.java;
2320,Bug,Closed,Fixed,camel-jdbc,Minor,Pradeep Elankumaran,2009/12/24 19:11:03 +0100,2009/12/25 09:50:46 +0100,Claus Ibsen,2009/12/25 09:53:21 +0100,0.6127083329999999,0.001793981,"['jdbc', 'compon', 'preserv', 'header']","['jdbc', 'compon', 'preserv', 'header', 'sent']",2.1.0,2.2.0,0,1,13,1,4,2,1,0,0,0,0.0,0.0,1.0,2.0,components/camel-jdbc/src/main/java/org/apache/camel/component/jdbc/JdbcProducer.java;components/camel-jdbc/src/test/java/org/apache/camel/component/jdbc/JdbcPreserveHeadersTest.java;
2375,Improvement,Closed,Fixed,camel-core,Major,Claus Ibsen,2010/01/18 16:39:09 +0100,2010/01/18 16:39:09 +0100,Claus Ibsen,2010/01/18 18:15:58 +0100,0.067233796,0.067233796,"['let', 'expressionclaus', 'reusabl', 'builder', 'rout', 'base']","['allow', 'use', 'express', 'expressionclaus', 'mani', 'builder', 'tie', 'rout', 'model', 'exampl', 'mock', 'notifi', 'builder', 'elsewher']",2.0.0; 2.1.0,2.2.0,0,0,30,1,1,1,1,1,0,0,0.0,0.0,1.0,14.0,camel-core/src/main/java/org/apache/camel/builder/ExpressionClause.java;camel-core/src/main/java/org/apache/camel/builder/ExpressionClauseSupport.java;camel-core/src/main/java/org/apache/camel/builder/NotifyBuilder.java;camel-core/src/main/java/org/apache/camel/component/mock/AssertionClause.java;camel-core/src/main/java/org/apache/camel/component/mock/MockEndpoint.java;camel-core/src/main/java/org/apache/camel/converter/jaxp/XmlConverter.java;camel-core/src/main/java/org/apache/camel/model/language/ExpressionDefinition.java;camel-core/src/main/java/org/apache/camel/model/language/MethodCallExpression.java;camel-core/src/main/java/org/apache/camel/model/language/NamespaceAwareExpression.java;camel-core/src/main/java/org/apache/camel/model/language/TokenizerExpression.java;camel-core/src/main/java/org/apache/camel/model/language/XPathExpression.java;camel-core/src/main/java/org/apache/camel/model/language/XQueryExpression.java;camel-core/src/test/java/org/apache/camel/builder/NotifyBuilderTest.java;camel-core/src/test/java/org/apache/camel/component/mock/MockAssertionClauseTest.java;
2483,Improvement,Closed,Fixed,camel-core,Minor,Claus Ibsen,2010/02/18 08:54:28 +0100,2010/02/18 08:54:28 +0100,Claus Ibsen,2010/02/18 08:55:05 +0100,0.00042800000000000005,4.28E-04,"['notifybuild', 'add', 'reset', 'method']","['add', 'reset', 'method']",2.2.0,2.3.0,0,0,4,1,2,1,0,0,0,0,0.0,0.0,1.0,2.0,camel-core/src/main/java/org/apache/camel/builder/NotifyBuilder.java;camel-core/src/test/java/org/apache/camel/builder/NotifyBuilderTest.java;
2704,Improvement,Closed,Fixed,camel-core,Major,Claus Ibsen,2010/05/08 14:26:16 +0100,2010/05/27 08:30:56 +0100,Willem Jiang,2010/05/31 05:03:46 +0100,22.609375,3.856134259,"['routingslip', 'let', 'express', 'base']","['current', 'rout', 'slip', 'eip', 'bit', 'inflex', 'mandat', 'attach', 'slip', 'creat', 'beforehand', 'would', 'nice', 'could', 'let', 'express', 'base', 'generat', 'initi', 'attach', 'slip', 'end', 'user', 'use', 'bean', 'generat', 'slip', 'requir', 'chang', 'dsl', 'backward', 'compat', 'make', 'eip', 'line', 'recipi', 'list', 'other', 'express', 'base']",2.3.0,2.4.0,0,0,72,1,3,2,0,0,0,0,0.0,0.0,5.0,17.0,camel-core/src/main/java/org/apache/camel/RoutingSlip.java;camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java;camel-core/src/main/java/org/apache/camel/processor/RoutingSlip.java;camel-core/src/main/java/org/apache/camel/util/ExchangeHelper.java;camel-core/src/test/java/org/apache/camel/processor/routingslip/RoutingSlipPOJOTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/routingSlipIgnoreInvalidEndpoints.xml;components/camel-scala/src/main/scala/org/apache/camel/scala/dsl/DSL.scala;components/camel-scala/src/main/scala/org/apache/camel/scala/dsl/SAbstractDefinition.scala;components/camel-scala/src/main/scala/org/apache/camel/scala/dsl/builder/RouteBuilder.scala;components/camel-scala/src/test/scala/org/apache/camel/scala/dsl/SRoutingSlipTest.scala;camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java;camel-core/src/main/java/org/apache/camel/model/RoutingSlipDefinition.java;camel-core/src/test/java/org/apache/camel/processor/routingslip/RoutingSlipTest.java;components/camel-spring/src/test/resources/org/apache/camel/spring/processor/routingSlip.xml;camel-core/src/main/java/org/apache/camel/model/RoutingSlipDefinition.java;components/camel-web/src/main/java/org/apache/camel/web/util/ExpressionNodeRenderer.java;components/camel-web/src/test/java/org/apache/camel/web/groovy/RoutingSlipDSLTest.java;
2837,Improvement,Closed,Fixed,,Major,Christian M?ller,2010/06/21 18:38:53 +0100,2010/06/21 18:38:53 +0100,Christian M?ller,2010/06/27 22:03:47 +0100,6.142291667,6.142291667,"['csvdatafromat', 'delimit', 'also', 'configur', 'xml', 'spring', 'dsl']","['org', 'apach', 'camel', 'model', 'dataformat', 'csvdataformat', 'support', 'attribut', 'nest', 'element', 'xml', 'dsl', 'current', 'possibl', 'xml', 'spring', 'dsl', 'chang', 'token', 'delimit', 'possibl', 'java', 'dsl', 'see', 'nabbl']",2.4.0,2.4.0,0,0,40,1,2,2,1,0,0,0,0.0,0.0,2.0,8.0,components/camel-csv/src/main/java/org/apache/camel/dataformat/csv/CsvDataFormat.java;components/camel-csv/src/test/java/org/apache/camel/dataformat/csv/CsvMarshalPipeDelimiterSpringTest.java;components/camel-csv/src/test/java/org/apache/camel/dataformat/csv/CsvMarshalPipeDelimiterTest.java;components/camel-csv/src/test/java/org/apache/camel/dataformat/csv/CsvUnmarshalPipeDelimiterSpringTest.java;components/camel-csv/src/test/java/org/apache/camel/dataformat/csv/CsvUnmarshalPipeDelimiterTest.java;components/camel-csv/src/test/resources/org/apache/camel/dataformat/csv/CsvMarshalPipeDelimiterSpringTest-context.xml;components/camel-csv/src/test/resources/org/apache/camel/dataformat/csv/CsvUnmarshalPipeDelimiterSpringTest-context.xml;camel-core/src/main/java/org/apache/camel/model/dataformat/CsvDataFormat.java;
2920,Improvement,Closed,Fixed,camel-core,Major,james strachan,2010/07/07 17:43:09 +0100,2010/07/08 06:11:20 +0100,Claus Ibsen,2010/07/09 08:25:33 +0100,1.612777778,1.093206019,"['eager', 'valid', 'rout']","['seem', 'dynam', 'creat', 'invalid', 'rout', 'fail', 'fast', 'error', 'e', 'g', 'seda', 'foo', 'beanref', 'doesnotexist', 'nomethodcalledthi', 'messag', 'sent', 'seda', 'foo', 'whole', 'thing', 'barf', 'mayb', 'check', 'valid', 'first', 'allow', 'consum', 'startup', 'noth', 'els', 'fail', 'faster', 'earlier', 'help', 'user', 'spot', 'error', 'sooner']",2.3.0,2.4.0,0,0,69,1,5,2,0,0,0,0,0.0,0.0,2.0,16.0,camel-core/src/main/java/org/apache/camel/language/bean/BeanExpression.java;camel-core/src/main/java/org/apache/camel/model/BeanDefinition.java;camel-core/src/main/java/org/apache/camel/model/language/MethodCallExpression.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanRefNotFoundTest.java;camel-core/src/test/java/org/apache/camel/component/bean/MethodCallBeanRefNotFoundTest.java;camel-core/src/test/java/org/apache/camel/view/DotViewTest.java;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;camel-core/src/main/java/org/apache/camel/model/BeanDefinition.java;camel-core/src/main/java/org/apache/camel/model/language/MethodCallExpression.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanInfoTest.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanRefMethodNotFoundTest.java;camel-core/src/test/java/org/apache/camel/component/bean/BeanWithMethodHeaderTest.java;camel-core/src/test/java/org/apache/camel/component/bean/MethodCallBeanRefMethodNotFoundTest.java;camel-core/src/test/java/org/apache/camel/component/bean/MethodCallBeanRefNotFoundTest.java;camel-core/src/test/java/org/apache/camel/processor/aggregator/AggregatorBeanThrowExceptionTest.java;camel-core/src/test/java/org/apache/camel/view/DotViewTest.java;
2925,Improvement,Closed,Fixed,,Major,Hadrian Zbarcea,2010/07/08 16:27:35 +0100,2010/07/08 16:27:35 +0100,Hadrian Zbarcea,2010/08/27 10:49:47 +0100,49.76541667,49.76541667,"['use', 'forkmod', 'surefir', 'plugin', 'signific', 'speed', 'test']","['need', 'reduc', 'test', 'time', 'camel', 'sinc', 'got', 'mani', 'test', 'work', 'wee', 'need', 'make', 'sure', 'side', 'effect', 'outsid', 'test', 'alway', 'simpl', 'side', 'effect', 'usual', 'stem', 'use', 'static', 'field', 'class', 'share', 'across', 'multipl', 'test', 'cach', 'exchang', 'whatnot', 'avoid']",2.3.0,2.5.0,0,0,63,1,4,2,0,0,0,0,0.0,0.0,0.0,0.0,
3140,Improvement,Closed,Fixed,camel-core,Minor,Martin Krasser,2010/09/21 08:15:18 +0100,2010/09/21 08:15:18 +0100,Martin Krasser,2010/09/23 19:24:02 +0100,2.464398148,2.464398148,"['context', 'sensit', 'set', 'default', 'uuidgener']","['use', 'javauuidgener', 'gae', 'environ', 'otherwis', 'use', 'activemquuidgener', 'default', 'uuidgener']",2.4.0,2.5.0,0,0,12,1,7,2,0,0,0,0,0.0,0.0,0.0,0.0,
